image_name,tags
train_24991,cloudy
train_24992,clear primary
train_24993,clear primary water
train_24994,partly_cloudy primary water
train_24995,clear primary
train_24996,agriculture clear primary road
train_24997,clear primary
train_24998,clear primary
train_24999,partly_cloudy primary water
train_25000,haze primary
train_25001,agriculture cultivation habitation partly_cloudy primary road
train_25002,agriculture clear primary
train_25003,haze primary water
train_25004,agriculture clear primary water
train_25005,clear primary
train_25006,clear primary
train_25007,clear primary road
train_25008,clear primary
train_25009,haze primary
train_25010,clear primary
train_25011,agriculture cultivation partly_cloudy primary road
train_25012,clear primary
train_25013,agriculture clear cultivation habitation primary
train_25014,agriculture blooming clear cultivation primary
train_25015,agriculture bare_ground clear road
train_25016,clear primary
train_25017,cultivation partly_cloudy primary
train_25018,agriculture clear primary
train_25019,agriculture clear primary water
train_25020,clear primary
train_25021,agriculture clear primary road
train_25022,clear primary
train_25023,partly_cloudy primary water
train_25024,haze primary water
train_25025,cloudy
train_25026,clear primary
train_25027,agriculture clear primary
train_25028,clear primary
train_25029,cloudy
train_25030,clear primary
train_25031,partly_cloudy primary
train_25032,clear primary
train_25033,cloudy
train_25034,partly_cloudy primary
train_25035,agriculture clear primary road water
train_25036,cloudy
train_25037,agriculture bare_ground clear road
train_25038,agriculture clear primary road
train_25039,agriculture clear primary
train_25040,clear primary
train_25041,cloudy
train_25042,clear primary
train_25043,clear primary water
train_25044,clear primary road water
train_25045,agriculture artisinal_mine clear primary road water
train_25046,agriculture clear cultivation primary
train_25047,clear primary
train_25048,agriculture clear cultivation primary
train_25049,clear water
train_25050,agriculture clear habitation primary road
train_25051,artisinal_mine clear primary water
train_25052,clear water
train_25053,clear primary
train_25054,clear conventional_mine habitation primary road water
train_25055,clear primary
train_25056,clear primary
train_25057,clear primary
train_25058,agriculture clear habitation primary road
train_25059,clear primary
train_25060,partly_cloudy primary
train_25061,agriculture clear primary road
train_25062,clear primary
train_25063,clear primary
train_25064,clear primary
train_25065,partly_cloudy primary
train_25066,clear primary water
train_25067,agriculture clear habitation primary road
train_25068,clear cultivation primary
train_25069,clear primary
train_25070,agriculture bare_ground clear primary road
train_25071,clear primary
train_25072,agriculture clear primary
train_25073,agriculture partly_cloudy primary water
train_25074,clear primary
train_25075,artisinal_mine clear primary water
train_25076,clear primary
train_25077,clear primary
train_25078,agriculture partly_cloudy primary road
train_25079,clear primary
train_25080,clear primary
train_25081,clear habitation primary road
train_25082,agriculture clear cultivation primary road
train_25083,agriculture clear primary road
train_25084,agriculture clear primary water
train_25085,agriculture clear cultivation primary road
train_25086,agriculture clear habitation primary road
train_25087,clear primary
train_25088,agriculture clear primary road
train_25089,partly_cloudy primary road water
train_25090,haze primary
train_25091,clear primary
train_25092,agriculture haze primary road water
train_25093,clear cultivation primary
train_25094,clear cultivation habitation primary road
train_25095,clear primary
train_25096,agriculture clear primary road
train_25097,clear primary
train_25098,clear primary
train_25099,clear primary
train_25100,clear primary selective_logging
train_25101,clear primary
train_25102,agriculture cultivation haze primary
train_25103,agriculture partly_cloudy primary
train_25104,haze primary
train_25105,agriculture cultivation partly_cloudy primary water
train_25106,cloudy
train_25107,clear primary
train_25108,clear primary
train_25109,cloudy
train_25110,agriculture clear cultivation primary
train_25111,partly_cloudy primary water
train_25112,clear primary
train_25113,cloudy
train_25114,clear primary
train_25115,agriculture clear primary road water
train_25116,agriculture partly_cloudy primary
train_25117,clear primary
train_25118,clear primary
train_25119,clear primary water
train_25120,agriculture clear habitation primary road
train_25121,agriculture clear primary road water
train_25122,partly_cloudy primary
train_25123,blooming partly_cloudy primary selective_logging
train_25124,partly_cloudy primary
train_25125,agriculture clear habitation primary road
train_25126,clear primary
train_25127,cloudy
train_25128,agriculture clear primary road
train_25129,partly_cloudy primary
train_25130,clear primary
train_25131,clear primary
train_25132,clear primary
train_25133,agriculture clear habitation road water
train_25134,clear cultivation primary
train_25135,clear primary
train_25136,partly_cloudy water
train_25137,clear primary
train_25138,cloudy
train_25139,partly_cloudy primary
train_25140,agriculture clear cultivation primary
train_25141,agriculture clear primary road
train_25142,agriculture clear cultivation primary
train_25143,cultivation haze primary slash_burn
train_25144,agriculture partly_cloudy primary water
train_25145,agriculture clear primary road water
train_25146,clear primary
train_25147,agriculture clear cultivation primary
train_25148,agriculture clear primary
train_25149,partly_cloudy primary
train_25150,agriculture habitation partly_cloudy primary road water
train_25151,clear primary
train_25152,clear primary water
train_25153,clear primary water
train_25154,agriculture clear habitation primary road
train_25155,clear primary
train_25156,haze primary
train_25157,clear habitation primary water
train_25158,agriculture cultivation partly_cloudy primary
train_25159,clear primary
train_25160,clear primary
train_25161,clear primary
train_25162,clear primary
train_25163,blooming clear primary
train_25164,agriculture clear primary road
train_25165,agriculture clear habitation primary road
train_25166,clear primary
train_25167,agriculture clear primary
train_25168,clear primary
train_25169,bare_ground clear conventional_mine habitation primary road
train_25170,clear primary
train_25171,clear habitation primary road
train_25172,clear primary
train_25173,partly_cloudy primary
train_25174,clear primary
train_25175,partly_cloudy primary
train_25176,cloudy
train_25177,clear primary
train_25178,clear primary
train_25179,clear cultivation primary
